username,date,tweet,hashtags,link
NBC26,3/30/2022 5:33,"On Tuesday, the Food and Drug Administration authorized a second Pfizer or Moderna booster vaccine for people ages 50 and older, as well as those who are immunocompromised.   https://t.co/hFVIAT3F4n",[],https://twitter.com/NBC26/status/1509010811708186627
AnaPuigRES,3/30/2022 5:31,"Covid-19: Researcher blows the whistle on data integrity issues in Pfizer’s vaccine trial  https://t.co/xK1uqnHUgW lack of follow through, poor trial conditions, a total mess—so the American people became the real Fauci lab rats.",[],https://twitter.com/AnaPuigRES/status/1509010517280579585
x_CousinHub,3/30/2022 5:31,"En fait dans les propos ""j'ai très envie d'emmerder les français non vaccinés"", il fallait lire ""je veux donner le marché de la vaccination jusqu'à la dernière goutte à #McKinsey"".  #Pfizer #McKinseyGate #RemercierLesCopainsQuiOntFaitMaCampagne2017","['mckinsey', 'pfizer', 'mckinseygate', 'remercierlescopainsquiontfaitmacampagne2017']",https://twitter.com/x_CousinHub/status/1509010481348026368
horsegramps,3/30/2022 5:31,"@NBCDFW Why do you keep pushing the Covid 19 vaccine ,&amp; booster info? Pfizer documents revealed today by a federal court stated that the vaccine attacks white blood cells and reduces a person's immunity for approx. 7 days after the shot. That is why people get Covid after the",[],https://twitter.com/horsegramps/status/1509010409424101379
cestlaviemacher,3/30/2022 5:30,What if Kecmanovic ends Spanish pandemic? And even without vaccines 👀  Kecmanovic &gt;&gt;&gt; Pfizer  https://t.co/iHCzj2mLWd,[],https://twitter.com/cestlaviemacher/status/1509010130851049473
MPoobah,3/30/2022 5:29,"@DrEricDing @SerenaShimAward I had the J&amp;J for initial vaccine, then Moderna for my booster. So now Pfizer for second booster?",[],https://twitter.com/MPoobah/status/1509009820384481280
adabagcompany,3/30/2022 5:26,"Pfizer’s CEO on triumphs, challenges of creating COVID-19 vaccine  https://t.co/uzEZq9oMRm",[],https://twitter.com/adabagcompany/status/1509009174763560960
NoFixedAddress,3/30/2022 5:24,"COVID vaccine researcher, whistleblower says he was offered $1 million bribe by Pfizer to keep quiet   https://t.co/VgvevAqItG",[],https://twitter.com/NoFixedAddress/status/1509008707950194692
BioSquat,3/30/2022 5:24,"@EricTopol: 'New @ScienceTM  The mRNA vaccines are not interchangeable. If you got Moderna vaccines, think about getting a Pfizer booster or if you got Pfizers, a Moderna booster  https://t.co/7zCGsQvy1g '  https://t.co/a7rZyTePDf, see more  https://t.co/1fxmcgOfpk",[],https://twitter.com/BioSquat/status/1509008650706247684
DiSellin,3/30/2022 5:23,@AnaFuentesHomes Yes  😎 I think #Pfizer is doing the same thing with the #vaccines,"['pfizer', 'vaccines']",https://twitter.com/DiSellin/status/1509008415820984323
TodayHeadline42,3/30/2022 5:23,FDA approves fourth shot of Pfizer and Moderna Covid vaccines for Americans over 50  https://t.co/ufmhW0WmFi,[],https://twitter.com/TodayHeadline42/status/1509008350666702854
MarySusie3,3/30/2022 5:23,Pfizer was fully aware that their Vaccines were unsafe...  https://t.co/FfMjy8ew3v,[],https://twitter.com/MarySusie3/status/1509008333352497152
alawishus_,3/30/2022 5:21,"@DrEricDing I stayed with Pfizer for all 3 shots because I knew I had practically no side effects to the vaccine, I know I should get Moderna for the 4th but ….",[],https://twitter.com/alawishus_/status/1509007808217645060
SKUsa11,3/30/2022 5:20,CDC recommends fourth Pfizer and Moderna #Covid vaccine doses for people age 50 and older!   https://t.co/EoQhTX04yD,['covid'],https://twitter.com/SKUsa11/status/1509007705029201923
glevin1,3/30/2022 5:20,"Top story: @EricTopol: 'New @ScienceTM  The mRNA vaccines are not interchangeable. If you got Moderna vaccines, think about getting a Pfizer booster or if you got Pfizers, a Moderna booster  https://t.co/nXLDFDSZ0l '  https://t.co/eQJDwz3bVn, see more  https://t.co/UlaAJGeW8a",[],https://twitter.com/glevin1/status/1509007686612008964
JoJo002,3/30/2022 5:20,"@TimeKarls @filsdelenin @Councillorsuzie @AngelaRayner britain is not ahead in vaccine rollout, was overtaken after 6 months. And interesting fact (source gov’s own website) - 56% of vaccinations administered in uk were pfizer - imported from EU. There’s johnson’s stories and there’s data. Data doesn’t lie.",[],https://twitter.com/JoJo002/status/1509007617594646535
missykender,3/30/2022 5:19,"@RetroCrone Unsure. The current formulation doesn't offer much more protection vs. Omicron, Pfizer was supposed to be rolling out an Omicron-specific version in March, but no word, is it stalled?  Then COVID funding ENDS next week. So we have to PAY for tests, therapies, vaccines?",[],https://twitter.com/missykender/status/1509007481053220865
snoozydog,3/30/2022 5:18,"@PaulaNFriedman Also, I think Pfizer and Moderna have both lost a lot of market trust because of the above. If they were to make strain/variant-specific versions of their medications, like with flu vaccines, I doubt nearly so many as you think would turn to them.",[],https://twitter.com/snoozydog/status/1509007210571051011
Cablehorn,3/30/2022 5:17,"#covid  #COVID19  🍎 Vaccines Good 🍎  “Several studies have shown that six months after vaccination, two doses of the AstraZeneca and Pfizer vaccines provide 79 and 90 per cent protection respectively against hospitalisation and death.”  #VaccineDeaths   https://t.co/FjwlfdTSik","['covid', 'covid19', 'vaccinedeaths']",https://twitter.com/Cablehorn/status/1509006968887058434
Caranina01,3/30/2022 5:17,"@DrEricDing I had both &amp; still got Covid twice. First time Jan '21, no shots yet, got infiltrates in lungs on antibiotics for 2 months! 2nd one Jan'22 got Omicron cold &amp; antibiotics twice for sinus infection after. Did the 2 Pfizer vaccines b4 it &amp; Moderna booster help? Who knows...",[],https://twitter.com/Caranina01/status/1509006911957577731
San_Diego_Gal,3/30/2022 5:15,"@VABVOX I got my two Pfizer vaccines, my Pfizer booster and I wear my mask everywhere. I want to wait and see how the second booster will affect people before I take it.",[],https://twitter.com/San_Diego_Gal/status/1509006404622848003
ghack14,3/30/2022 5:15,"@flitesurgn @Randomwatcher51 @seanhannity What do you think about the Pfizer info that they wanted to hold for 75 yrs, but were forced to release. We now know the vaccine suppresses the immune system for a short period of time giving people much more exposure to covid. Lots more info the didn’t want exposed.",[],https://twitter.com/ghack14/status/1509006362575097857
KITV4,3/30/2022 5:15,"From the Hawaii Department of Health (DOH) via the CDC:  Seniors 50+, and those 12+ who are immunocompromised are now eligible for a second booster shot of the mRNA vaccine from Pfizer or Moderna.  https://t.co/xzwl5dPd2m",[],https://twitter.com/KITV4/status/1509006259973939201
ChitownJewrean,3/30/2022 5:13,.@pfizer &amp; their shareholders (who include Fauci &amp; @JoeBiden &amp; other @TheDemocrats Politicians) can all GFT !! 🤬 They got hella rich $$$ off a vaccine for a theater Pandemic which killed many. &amp; @moderna_tx &amp; Johnson&amp;Johnson too! BIG PHARMA CAN SUCK IT! ⚗🧪💉 #PureBlood,['pureblood'],https://twitter.com/ChitownJewrean/status/1509005916141760518
freddiethekat,3/30/2022 5:13,A second booster will also boost the bottom lines of Pfizer and Moderna: F.D.A. Allows Second Coronavirus Boosters for Everyone 50 and Older  https://t.co/OCYSaanIfZ #boostershot #Pfizer #Moderna #vaccine,"['boostershot', 'pfizer', 'moderna', 'vaccine']",https://twitter.com/freddiethekat/status/1509005822503829512
SunRisenShine7,3/30/2022 5:13,"@AAAopinion Hate to burst your bubble, but you're most likely sick BECAUSE OF the jabs. Your immune system has been weakened.  Oh, and BTW, it's official and fact, it's not a vaccine at all. Says Pfizer and Moderna.  https://t.co/zsDWVRVX8W",[],https://twitter.com/SunRisenShine7/status/1509005764043567105
heretorrad10295,3/30/2022 5:12,"@Jaded42358177 Did you even try reading what you are sharing ? These are NOT Pfizer covid vaccine side effects. I am losing all hope for humanity, how can people be this stupid",[],https://twitter.com/heretorrad10295/status/1509005731634294784
FeelingHumanity,3/30/2022 5:09,Covid-19: Researcher blows the whistle on data integrity issues in Pfizer's vaccine trial. #BTN162b2  https://t.co/VWGQOBkfhg,['btn162b2'],https://twitter.com/FeelingHumanity/status/1509004919495434242
IraqiCFC,3/30/2022 5:08,@viralclipsss Maybe to raise awareness about alopecia and the vaccine that’s being developed? Pfizer involved? He did say love makes you do crazy things 🤭💡,[],https://twitter.com/IraqiCFC/status/1509004706143936515
jshea794,3/30/2022 5:08,@pfizer   You have thrown away decades of good will with your covid vaccine debacle.  No one trusts Pfizer any longer  @nyti @WSJ @DaveBautista @pfizer_news,[],https://twitter.com/jshea794/status/1509004511351824384
governor01,3/30/2022 5:07,#Pfizer The College of American Pathologists study two teenage boys dying of #Myocarditis in their sleep shortly after taking the Pfizer Vaccines.,"['pfizer', 'myocarditis']",https://twitter.com/governor01/status/1509004347790790666
nancyholtzman,3/30/2022 5:07,The CDC has followed the FDA and recommended a second booster dose of Pfizer and Moderna vaccines for Americans 50 years of age and older.   The move comes as the U.S. could experience another wave of Covid as the omicron BA.2 subvariant starts to spread.   @MSNBC,[],https://twitter.com/nancyholtzman/status/1509004309068800004
OldEnglishSoul,3/30/2022 5:07,@LunaMalocha @pfizer Same here after the 3rd vaccine booster. NEVER AGAIN.,[],https://twitter.com/OldEnglishSoul/status/1509004268975509510
swedishchf,3/30/2022 5:06,"@Turrialba27 @mcfunny @Top_Muppetries @FrankDElia7 @crabb_vicki @pompili_amanda @katieorourke78 @WendyOrent @AGoldsmithEsq @richykirsh @Kathmarval @TonyBaduy @HomeHelpfulRN @doritmi @Monstercoyliar @LiamKav @AndrewLazarus4 @clownworld_bobo @carlsmythe @SkepticalMutant @desertrosekathy @hippocritus @CoralBlob @_mamadeb @melissa94307909 @pete988007766 @greenboat @Alaskacryptogi1 @JonInTn1 @volpiranyas @TakethatCt @quigley_jesse @wendy_Lynnette @ghoppe @foofdawg @Mchael21592783M @stevenmosher @DCGreenZone1 @provaxtexan @infinitebritt @tenebra99 @i_am_joli_anne @docstardust @JustPlaying2Win @EstesPga @gobantwo2 @ZaynJaffer @JawKneeFaiv @MickusDickus @policing_uk Note the efficacy of 77.8% in this study. It’s a similar endpoint to, say, the phase 3 trial of the Pfizer-BioNTech vaccine with a 95% efficacy. Is Pfizer better? We don’t know because it was a different study population, variants, etc. All we can say is that they both work.",[],https://twitter.com/swedishchf/status/1509004216743780356
bsindia,3/30/2022 5:05,#FDA authorises another booster dose of the Pfizer or Moderna Covid vaccine for people age 50 and up  #boostershot #Moderna #Pfizer #BioNTech #vaccine   https://t.co/6tyASR3lBX,"['fda', 'boostershot', 'moderna', 'pfizer', 'biontech', 'vaccine']",https://twitter.com/bsindia/status/1509003732133945345
lilsal424,3/30/2022 5:04,#Pfizer internal docs show about #vaccine that there is little to no benefit if you had already been infected and your chances of getting #COVID19 were increased within 7 days of getting the #vax - never trust these people again #pandemic #lockdowns #VaccineConversations,"['pfizer', 'vaccine', 'covid19', 'vax', 'pandemic', 'lockdowns', 'vaccineconversations']",https://twitter.com/lilsal424/status/1509003517201104896
CoronaVirus_b,3/30/2022 5:03,"Yes, a second COVID-19 booster shot has been authorized for people ... ( https://t.co/elACiQKcGB)  The FDA authorized a second booster shot of the Pfizer or Moderna COVID-19 vaccines for thos...  Add your highlights:  https://t.co/3xDeCaLvQC  #COVID19 #coronavirus","['covid19', 'coronavirus']",https://twitter.com/CoronaVirus_b/status/1509003342604763138
MSNBC,3/30/2022 5:02,The CDC has followed the FDA and recommended a second booster dose of Pfizer and Moderna vaccines for Americans 50 years of age and older.   The move comes as the U.S. could experience another wave of Covid as the omicron BA.2 subvariant starts to spread.  https://t.co/JcQTIW3Naz,[],https://twitter.com/MSNBC/status/1509002992229535744
JustaPe56280346,3/30/2022 5:01,"@US_FDA  @FDA_Drug_Info  @FDAWomen   They weren't falsely mislead. They're trying to cover their a$$e$ because the truth about Pfizer's deliberate deception re vaccine damage is out.  Sorry FDA:  They go down, you go down.",[],https://twitter.com/JustaPe56280346/status/1509002965348241410
Wensu_Guo,3/30/2022 5:01,辉瑞疫苗引发的心肌炎细胞因子风暴杀死了2名少年 2 teenage boys were killed by Pfizer vaccine-induced myocarditis cytokine storm  https://t.co/sYTkbGpko4,[],https://twitter.com/Wensu_Guo/status/1509002814202294273
12NewsNow,3/30/2022 5:01,The FDA authorized a second booster shot of the Pfizer or Moderna COVID-19 vaccines for those age 50 and older and certain immunocompromised people.  https://t.co/foX2qr1s9p,[],https://twitter.com/12NewsNow/status/1509002746757890052
Frank_Yourself,3/30/2022 5:00,@CombsCarpentry @Mbeav11 @barstoolWSD What vaccines is this NYPD officer required to get? Would love to see this list. Are we talking the shots he got when he was 6 months old? You know who should be on the hook for disability? Pfizer. But that’s right they refuse to take responsibility for negative reactions.,[],https://twitter.com/Frank_Yourself/status/1509002627639566339
RuthHal84018141,3/30/2022 4:58,"Pfizer Covid vaccine has 1,291 side effects reveals official documents  https://t.co/aTB5ZnOuBN via @TheRioTimes",[],https://twitter.com/RuthHal84018141/status/1509002067242897409
AnastasiaG57,3/30/2022 4:57,"With release of documents from Pfizer and 1000’s of doctors citing servere side effects and death from these vaccines...They have the gall to keep forcing, making, giving and approving them",[],https://twitter.com/AnastasiaG57/status/1509001877589045250
dzrhnews,3/30/2022 4:57,"#LiveSaDZRH @persidaacosta, PAO Chief sa batang namatay umano dahil sa COVID-19: Nakarating na satin itong report na ito. May namatay din sa Samapaloc Maynila, 19 years old. Dalawang turok ito ng Pfizer vaccine.  #MetroManilaNgayon   Full Interview:  https://t.co/rBspD6TWDm  https://t.co/Ysmy7Z4cvU","['livesadzrh', 'metromanilangayon']",https://twitter.com/dzrhnews/status/1509001857649512448
IFENG__official,3/30/2022 4:57,"U.S. regulators have authorized a fourth dose of the #Pfizer-#BioNTech #COVID19 #vaccine for people 50 and older due to concerns about waning immunity in the age group, the drugmakers said on Tuesday.  https://t.co/SWbk8VU3SS","['pfizer', 'biontech', 'covid19', 'vaccine']",https://twitter.com/IFENG__official/status/1509001843372101635
depoliticaymas_,3/30/2022 4:56,Vacunarán a los niños de Coahuila y se organizan traslados  https://t.co/RbTxTbYCNR #Torreón #Saltillo #Coahuila @depoliticaymas_  #Monclova @adncoahuila #ULTIMAHORA #ULTIMOMINUTO #AMLO #vaccine #Pfizer  https://t.co/8oThuWL1Qy,"['torreón', 'saltillo', 'coahuila', 'monclova', 'ultimahora', 'ultimominuto', 'amlo', 'vaccine', 'pfizer']",https://twitter.com/depoliticaymas_/status/1509001612139941894
_580303462788,3/30/2022 4:56,@VinGuptaMD Thanks. I have some risk factors will get the 4th shot. Is it better to mix vaccines in the 2nd booster? I've been Moderna the whole way. would Pfizer give more protections with its different spike profile?,[],https://twitter.com/_580303462788/status/1509001557941145600
NicoleEvans1982,3/30/2022 4:55,"@Route3Complete @risahoshinoMD Wait, does she work for Pfizer?  Are you fucking kidding me? Look, I am supportive of vaccines but for christ's sake, she is running post after post like she is some poor pediatrician and she IS ON THE PHARMA PAYROLL?!?!?!?!",[],https://twitter.com/NicoleEvans1982/status/1509001314382004230
Normstweeter,3/30/2022 4:55,Andrew Chang of CBC’s The National interviewed Pfizer CEO as a positive interview celebrating their development of the first vaccine against COVID-19. No mention of the report that the Pfizer vaccine is said to cause severe reactions. Why not report that finding?,[],https://twitter.com/Normstweeter/status/1509001225798254594
QuadosCorner,3/30/2022 4:54,"Anyone read the Pfizer documents yet? I'm not an asshole anymore, another conspiracy theory come true 🙂 PROOF IF YOU GOT THE VACCINE, YOUR CHANCES OF GETTING COVID, INCREASED. 👍",[],https://twitter.com/QuadosCorner/status/1509001213249007618
HealthDrake,3/30/2022 4:54,"For Pfizer or Moderna, these can be administered to patients 50 yrs and older at least 4 months after receiving first booster of any authorized/approved COVID-19 vaccine",[],https://twitter.com/HealthDrake/status/1509001083695337477
LeanneBQuatloo,3/30/2022 4:54,"@VABVOX I've already asked about it. I was part of the Pfizer  original vaccine trial, and I've stayed with it for over a year. As soon as they get the go ahead from Pfizer, my doctor's office said that those who stayed in the trial will get a free booster.",[],https://twitter.com/LeanneBQuatloo/status/1509001078616039430
WriterAMichaels,3/30/2022 4:54,@LeaderMcConnell @SenRandPaul  We've tried nicely to get current leaders to put health &amp; choice above paid favors for #pfizer. Blocking citizen access to US vaccine @Novavax demands full corruption investigation of Admin &amp; @US_FDA #Pfizergate in US. #COVID19 #vaccineChoice @WSJ,"['pfizer', 'pfizergate', 'covid19', 'vaccinechoice']",https://twitter.com/WriterAMichaels/status/1509001027709665287
BobLu6,3/30/2022 4:53,"Basically, the recommendation is to mix and match. If you had one mRNA vaccine for full series, then do different boosters. I had all 3 Moderna and plan to have Pfizer for 4th.",[],https://twitter.com/BobLu6/status/1509000954057793536
jayskiko,3/30/2022 4:53,"@DrEricDing So if my initial two dose vaccine was Pfizer, followed by a Moderna booster shot, should I switch back to Pfizer for the 4th booster shot?",[],https://twitter.com/jayskiko/status/1509000931131674628
NUMBCat9,3/30/2022 4:52,"@B52Malmet @SolNataMD @ABC Had the new government done the right thing on in Jan-Feb 2021 and nationalized the vaccines before mass producing them at scale to serve the entire world, rather than what they did, which was protect Pfizer and Moderna's IP to give a handout to Pfizer &amp; Moderna investors...",[],https://twitter.com/NUMBCat9/status/1509000613660610561
LucyMak6,3/30/2022 4:52,Dr. Paul Alexander says he rejected Pfizer’s $1 million offer to stop questioning COVID vaccines - LifeSite  https://t.co/eHEuplxzjm,[],https://twitter.com/LucyMak6/status/1509000558161522688
jimmy_keyser,3/30/2022 4:51,"@gatitasmomma @kathygriffin Ehhhhh hm…. Hey Siri who has two of the top three largest pharmaceutical settlements 🤔. Siri: Glaxco Kline Smith, Pfizer, J&amp;J  Hey Siri who makes the majority of Covid Vaccines? 😏. Siri: Pfizer and J&amp;J.  Gonna take 75 years to get those Vax studies done 😂😂😂  It’s Science!!!",[],https://twitter.com/jimmy_keyser/status/1509000425558749189
SpaldingKarly,3/30/2022 4:51,"#FOIA request shows 42,086 reactions and 1,223 deaths from #Pfizer #vaccine during first three months!  https://t.co/kcYtEdhZH0 @EiEioGuy @UCLAHealth @kevin_stank #VaccineSideEffects #CovidIsntOver #LongCovid #LongCovidKids","['foia', 'pfizer', 'vaccine', 'vaccinesideeffects', 'covidisntover', 'longcovid', 'longcovidkids']",https://twitter.com/SpaldingKarly/status/1509000321153921024
NewsMedical,3/30/2022 4:51,"Immunity against SARS-CoV-2 BA.1, BA.2, and BA.3 after three doses of BNT162b2 vaccine  https://t.co/S3jFBPVEU0 #Immunity #SARSCoV2 #Vaccine #Coronavirus #Disease #COVID #BA1 #BA2 #BA3 @biorxivpreprint @BioNTech_Group @pfizer @utmbhealth  https://t.co/usKi2u2UOg","['immunity', 'sarscov2', 'vaccine', 'coronavirus', 'disease', 'covid', 'ba1', 'ba2', 'ba3']",https://twitter.com/NewsMedical/status/1509000261997830145
waynemcdougall,3/30/2022 4:50,@mecorgnz @JenThePadawan @MorseBart @PatriotNz2022 Of course there was a trial of the Pfizer #covid vaccine against a placebo. You shouldn't broadcast your ignorance of science so widely Ivan.  It's the Phase I and II vaccine trials.  The results were that it was (progressively) assessed safe to use on larger and larger groups.,['covid'],https://twitter.com/waynemcdougall/status/1509000004215603201
AquaponicsUSA,3/30/2022 4:50,FDA authorizes fourth Pfizer Covid vaccine dose for people age 50 and older  https://t.co/P2wpKdmRFj,[],https://twitter.com/AquaponicsUSA/status/1508999982619283464
colarey,3/30/2022 4:48,"@DrEricDing Would one vaccine be more beneficial than the other for people that are on biologics (specifically a TNF inhibitor), given this new info? I have had moderna x2 and a pfizer booster, am eligible for another booster now.",[],https://twitter.com/colarey/status/1508999690074816512
MonteSSchrier,3/30/2022 4:48,@IngrahamAngle you need to ask Pfizer’s ceo the exact date they created the vaccine I bet that the had it before the election,[],https://twitter.com/MonteSSchrier/status/1508999613197471746
SpaldingKarly,3/30/2022 4:48,"#FOIA request shows 42,086 reactions and 1,223 deaths from #Pfizer #vaccine during first three months!  https://t.co/kcYtEdhZH0 @BerkeleyJr @jbursz @chrissyfarr @CNNValencia @tylercowen @business @higginsdunn @sarahfrier @sara_dorn @AliceParkNY @BenQuinn75","['foia', 'pfizer', 'vaccine']",https://twitter.com/SpaldingKarly/status/1508999529038712839
LanaRich33,3/30/2022 4:48,"@DrEricDing Good to know. I had Pfizer, Pfizer, Moderna because I had a feeling that mixing vaccines would be advantageous.",[],https://twitter.com/LanaRich33/status/1508999526111088645
littlebytesnews,3/30/2022 4:47,"RT:  Breaking News: The FDA authorized second booster shots of the Pfizer and Moderna vaccines for everyone 50 and older and some immunocompromised people.  https://t.co/ixVc56Crvr  — The New York Times (@nytimes) Mar 29, 2022",[],https://twitter.com/littlebytesnews/status/1508999384201150473
littlebytesnews,3/30/2022 4:47,"RT:  Today, we authorized a second booster dose of either the Pfizer-BioNTech or the Moderna COVID-19 vaccines for older people and certain immunocompromised individuals.  https://t.co/S0hxrqQJ8s  https://t.co/052KeiKDVz  — U.S. FDA (@US_FDA) Mar 29, 2022",[],https://twitter.com/littlebytesnews/status/1508999382057852934
DrEricDing,3/30/2022 4:47,"3) Older study, but we have seen Moderna’s 100 mcg dose yields more antibody response than Pfizer’s 30 mcg. That said, Moderna’s official booster is only 50 mcg. My approach would be to get the opposite mRNA vaccine as booster. But for 4th shot—def switch if you haven’t already.",[],https://twitter.com/DrEricDing/status/1508999290101940227
EdEvans39927903,3/30/2022 4:47,"Pfizer, Moderna need to destroy all vials of deadly covid19 vaccine as dead vaccinated tested proves auto immune attack. Patients in hospitals are dying from Remdesivir not covid. All will be tried for crimes against humanity.",[],https://twitter.com/EdEvans39927903/status/1508999276931727362
SpaldingKarly,3/30/2022 4:47,"#FOIA request shows 42,086 reactions and 1,223 deaths from #Pfizer #vaccine during first three months!  https://t.co/kcYtEdhZH0 @LuzPenaABC7 @AndrewSolender @lesliejosephs @PaulHannon29 @jasonbnpr @hannahyechiviTV @TheStephSy @tonydokoupil @Ignites @WillFOIA","['foia', 'pfizer', 'vaccine']",https://twitter.com/SpaldingKarly/status/1508999219629068291
SpaldingKarly,3/30/2022 4:45,"#FOIA request shows 42,086 reactions and 1,223 deaths from #Pfizer #vaccine during first three months!  https://t.co/kcYtEdhZH0 @harmeetkaur @Iyengarish @MoNscience @MikeIsaac @JeffCoxCNBCcom @AdriannaUSAT @JeanineSantucci @_TylerTheTyler_ @sophielewis423","['foia', 'pfizer', 'vaccine']",https://twitter.com/SpaldingKarly/status/1508998842955358208
YLeyfman,3/30/2022 4:44,"Although the #mRNA vaccines from #Pfizer &amp; #Moderna offer robust humoral immune responses to wild-type severe #SARSCOV2, new study suggests that given the subtle variation in immune responses mix &amp; matching of these #vaccines offers greater immune protection.","['mrna', 'pfizer', 'moderna', 'sarscov2', 'vaccines']",https://twitter.com/YLeyfman/status/1508998683437715461
VrijVlinder,3/30/2022 4:40,"@MikeWat34009372 @MelRMDance @TIME @stephenasmith You mean false negatives right? I agree with you. I wear my mask despite never getting Covid and took 5 vaccines . 3 Pfizer and 2 Moderna. Went for another Moderna and they refused to give it to me. If I had been there, I would be wearing a mask.",[],https://twitter.com/VrijVlinder/status/1508997525889499139
DrEricDing,3/30/2022 4:39,"2) Is there more data on switching boosters? Yes. Previously we saw higher antibody response if you switched from Moderna to Pfizer, or from Pfizer to Moderna— and definitely from J&amp;J to any of the mRNA vaccines. See thread 🧵 below 👇",[],https://twitter.com/DrEricDing/status/1508997436278194177
JenThePadawan,3/30/2022 4:39,"@waynemcdougall @mecorgnz @MorseBart @PatriotNz2022 How did the Pfizer vaccine go in the initial trail. Vax vs placebo?   Anyway, it would be nice to have an Covid antibody test available.",[],https://twitter.com/JenThePadawan/status/1508997321920770050
Carla_Parrish,3/30/2022 4:38,#vaccine #VaccineSideEffects #VaccineDeaths #Pfizerdocuments #Pfizer,"['vaccine', 'vaccinesideeffects', 'vaccinedeaths', 'pfizerdocuments', 'pfizer']",https://twitter.com/Carla_Parrish/status/1508997100390035460
YashaTheChief,3/30/2022 4:35,"Alopecia is an autoimmune condition.  Jada Pinkett Smith has Alopecia.  Pfizer sponsored the Oscars.  Pfizer is releasing an Alopecia drug in 2025.   are we going to see Alopecia explode in the next few years?   Definitely possible, if the vaccine is damaging immune response.",[],https://twitter.com/YashaTheChief/status/1508996262267392002
DrEricDing,3/30/2022 4:34,"📍SWITCH UP BOOSTER—New study shows the Moderna vaccine (aka mRNA-1273) elicits very different antibody-response &amp; different natural killer T cell response than Pfizer #COVID19 vaccine. Hence, perhaps best to switch &amp; cross-boost with other than original.  https://t.co/VCdKkKH6OX  https://t.co/NbfnW8cNJY",['covid19'],https://twitter.com/DrEricDing/status/1508995964207607814
nadiaalexan,3/30/2022 4:34,@AndrewChangCBC Whatever happened to journalistic balance? Interviewing Pfizer's CEO is like asking the advice of the fox about the chicken coup! Pfizer or Moderna have total immunity from damages resulting from severe Covid vaccine side effects. Are these victims disposable?,[],https://twitter.com/nadiaalexan/status/1508995958050373634
jaye_renah,3/30/2022 4:34,Wait… what? 🤔 #Pfizer #vaccines #EUA,"['pfizer', 'vaccines', 'eua']",https://twitter.com/jaye_renah/status/1508995940820168710
nishiki_nikki,3/30/2022 4:32,"@Karinpyong Yes, pfizer 3rd vaccine makes you feel very sleepy for 2-3 days. Please take care and be careful when going out",[],https://twitter.com/nishiki_nikki/status/1508995464611647490
drogon_dracarys,3/30/2022 4:30,"Older adults can get second booster shots of the Pfizer-BioNTech and Moderna coronavirus vaccines, federal agencies announced Tuesday as they expanded access to additional shots to help shore up protection against severe illness.  https://t.co/fx4XSIOOqN",[],https://twitter.com/drogon_dracarys/status/1508994980597190658
yellowlikemust1,3/30/2022 4:29,"At minute 20 all I could think about was the billions spent on Pfizer when. “If we had an inter-nasal live attenuated vaccine…for that more comprehensive innate trained immunity, launching an appropriate type of immune response…” We knew. They must have.  https://t.co/sDND0Tults",[],https://twitter.com/yellowlikemust1/status/1508994800867069956
DamienHamilto17,3/30/2022 4:29,@ALefty123 @SherryLCox9 @BellRoniBell @JohnOz1900 @Barbarajdurkin @RustyAway @Neilcharles1450 @fishyfish67 @RAM0667 @insane_voice @biffmack @DelusionsMass @Racing_Mackay @BL20422822 @Jaisans @Anvndarnamn5 @jpgcrowley @GaryWHall @cbeckj @Lorrilala @aSinister @andyboulo @ponycar06 @MedBennett @canalzone68 @KevinSecular2 @AlexVickeryHowe @SeanFlan45 @Narvuntien @brandondaly2018 @glinch72 @IngersolRobert @6lennybravo @TobyRayEnglish @ItsTheAtmospher @Ceist8 @ChrisBBacon3 @Jonnyporkchop @pauladamsalber1 @TomPlesier @janggly @NeatCraftsmen @TheDisproof @10kClimate @ozzorro1 @robhon_ @LouisCy72344053 @The_Doctor_Why @GeraldKutney @JohnDublin10 Look in the mirror. You'll see a racist. Look in a human biology book and talk about science denying. Look into Pfizer Documents via a google search or shut up on a topic you know nothing about. It's African Americans opposing vaccines the most. They're right winger are they?,[],https://twitter.com/DamienHamilto17/status/1508994763176890368
lukebauman42,3/30/2022 4:28,"@TheLilHomieBuck @lufeqjohn @ShwMeGrl @MadamPJ1 @lynn_hodgson @CraigKellyMP Lol... Well this is from Oct 2020, before any vax was released. And it doesn't say vax causes AIDS. It theorizes (just a theory, since the vaccines weren't released yet) that one type of vax (adenovirus like J&amp;J, NOT mrna like Pfizer/Moderna) might increase risk of getting aids.",[],https://twitter.com/lukebauman42/status/1508994569890934784
runner_girl_RN,3/30/2022 4:28,"@DaveMess10 @EricTopol @ScienceTM Yes, but even the booster of Moderna is higher than the original Pfizer. HOWEVER, it's hard to compare the dose weights across brands since they're different vaccines.",[],https://twitter.com/runner_girl_RN/status/1508994563414843392
ArtysHouse,3/30/2022 4:28,"@RosarySolimanto @thetribunechd That's not trial data. It's a report from Pfizers version of VAERS.  Once the vaccine was being used worldwide anyone can report an adverse event to Pfizer.  During this period more than 70,000,000 doses of the vaccines had been administered  https://t.co/cPc6FeTlpk",[],https://twitter.com/ArtysHouse/status/1508994478803419136
